rf_power_W,pressure_mTorr,gas_flow_sccm,chuck_temp_C,bias_voltage_V,reflected_power_W,dc_bias_V,fault_class,fault_label,sample_idx,time_step
502.6097078280845,29.877305941998564,79.15320628193159,20.154514305891816,118.56939258148006,6.765454240281096,198.23982205321207,0,Normal,1,8
501.48492336616596,29.623131917821254,78.48515277531413,21.155819447196418,121.35919549786935,5.404981710960955,200.52296230914436,0,Normal,1,9
501.2524642517294,29.55524278518724,79.55348504793298,20.17126715320795,118.53926673656572,3.7391160456649546,205.76509315626447,0,Normal,1,10
501.7322410474849,29.59209485751728,80.85639879432347,20.34066969205418,120.43291717916395,5.917861947054776,194.25655139528223,0,Normal,1,11
496.59987639210755,29.96144914529295,80.21409374413021,20.28620052904796,120.09114367980763,7.122156197012633,204.65265500861983,0,Normal,1,12
501.161268485805,30.170575987408323,78.75426122128802,20.195417375391738,118.69679930478837,6.032465260551147,200.04093224407833,0,Normal,1,13
501.4653623664934,30.13834539966501,80.17318092585118,19.905419226607897,124.28788817865065,3.4806300340459866,196.0739653958082,0,Normal,1,14
496.4282429098682,30.413591624518013,80.38531737972883,20.22769076614798,121.26783804463602,4.5157659271337485,201.8484138970531,0,Normal,1,15
509.32887255572376,30.006500945938953,79.11614256379886,19.76815243563873,115.94971482668478,6.2669111491866225,200.79623878229387,0,Normal,1,16
502.36916460455893,30.726767038578657,80.15372510594553,19.928954417977998,120.37290862953886,4.292330534381219,197.59913249136483,0,Normal,1,17
494.04348251398676,29.86767158338102,80.058208718446,19.85439093565127,118.67642707046322,5.443819428146228,200.27920833996006,0,Normal,1,18
503.28276804316914,31.36008458329481,78.85702970216937,20.024562241815897,121.70486666959245,5.774634053429336,198.45874561255295,0,Normal,1,19
500.56758672625625,29.585502494538964,80.09699596499271,19.75333388133007,121.03869302848234,4.160278157819224,193.62228936482254,0,Normal,2,0
503.31065337260526,29.719909479901514,80.59515702543692,20.073106163447573,123.06547782600515,4.400607354555978,197.6024999081849,0,Normal,2,1
507.9300840807268,30.37364680256163,79.18177931676652,20.073489971332616,119.78247970308628,2.876104275690193,200.02097479887274,0,Normal,2,2
493.81092250586573,30.305185132716733,82.09238727568545,19.847917047388663,120.80342344419789,4.474244978319239,200.18792237505897,0,Normal,2,3
510.66516687328135,29.989549203017926,78.9939826185003,19.858688508314504,121.38028798342222,4.240867338446302,198.19973811408303,0,Normal,2,4
490.2395610023875,30.05866369165439,78.78581138721226,20.06961498120729,119.19755905622833,5.150393786476208,202.49139972939,0,Normal,2,5
499.24107452482207,30.638832447894213,81.15811087350006,19.565574697550804,120.44818496362083,5.3417559757771595,195.72951828246963,0,Normal,2,6
502.9415860324229,29.704214305582084,80.79166269396293,19.577760867687033,120.02518480156358,6.876170839215886,199.43048205991482,0,Normal,2,7
501.40495933867516,30.27354869058502,80.62411981705216,19.78446673362427,120.19535219709766,5.95042383818605,200.4811825268476,0,Normal,2,8
496.88650240089703,29.898903673783053,80.62834550926428,19.935965854486447,118.45398043228907,4.423096344337597,202.057755336235,0,Normal,2,9
498.9593887482136,29.89115939838639,79.98775322715309,20.093272269679403,120.04902034851789,4.101585328651642,202.84645951235555,0,Normal,2,10
497.5349953267058,30.549388425993595,79.10274562851417,20.442606865084866,120.9959965824909,5.491919171506506,195.50143163264852,0,Normal,2,11
497.05317621527894,30.412708174494014,80.07580455819372,20.257297886960608,122.90228721559008,3.6797667929793576,193.86354331705752,0,Normal,2,12
504.2480104851051,30.40675481800032,79.32283828848789,19.95201844101097,121.91854165217042,6.831458765854354,205.11070728759404,0,Normal,2,13
501.78507742982526,30.652739403577165,80.97511973341776,19.994295137629194,124.30636491502311,6.179440120721287,201.32925604791836,0,Normal,2,14
496.53545202369673,30.01050192081638,79.85294261849786,19.699241190608657,118.4653048742239,4.530824347895296,197.00605385377378,0,Normal,2,15
504.49799937716625,30.34097648564748,79.17450280320749,19.994446059202282,121.74464127344136,3.2868654709091225,206.2046079020901,0,Normal,2,16
501.53649760438304,29.84486662170327,79.678614158347,19.913402408323957,120.3666840114767,6.353872374165412,200.46269853717143,0,Normal,2,17
504.0643105941948,30.16208317624422,80.41293145427562,20.096815568101427,124.37960586643534,4.885460154747382,204.7171887362553,0,Normal,2,18
503.14814420961807,29.934928472816157,79.43627544719602,19.751830716934304,118.3834034292897,6.237816311973462,200.27007392564045,0,Normal,2,19
510.30373962440996,30.192032724469655,81.96472513291639,19.96162472255577,121.85235509506329,3.3305947188786282,203.34276844826056,0,Normal,3,0
508.77670421221603,29.983652625952953,80.03526355197172,19.713337867819874,123.81883328094025,5.543360192379935,195.48117258136952,0,Normal,3,1
498.75517925760465,28.96627894998006,79.30027449200742,19.518066103922727,117.20286485236171,4.337376241054153,202.11921671166112,0,Normal,3,2
504.8578547547718,29.955439980243607,80.21397991073422,20.06103909076017,121.12593847338114,5.570598668593159,205.76627448263162,0,Normal,3,3
503.22687974792575,29.347765249747575,79.88767195030917,19.77309477641471,118.69871486175634,4.236740843457483,190.11342199949084,0,Normal,3,4
506.84315778766177,30.334836274415018,79.77903040046678,19.573323887120697,119.0257492324706,3.195117899335481,196.8124189781181,0,Normal,3,5
495.17538269709945,30.183299123048425,80.61416670004343,19.806028134727242,118.81521215152226,3.3724575621168373,202.30828850872217,0,Normal,3,6
503.4302572999922,29.530060106836324,80.7575077100473,19.675535598915683,118.27201846064037,5.048084946661382,199.18781845582802,0,Normal,3,7
505.2921224342479,29.743066541331654,79.46949885238948,20.506142490521768,120.09704325588966,5.259722501721482,201.48458349348525,0,Normal,3,8
491.20630256788445,29.470393239055525,79.42418175935532,20.264491927084833,118.33809976717792,4.095683374895591,197.58405925313673,0,Normal,3,9
494.08370743667115,29.968660451363416,79.72494830284836,19.997608207605015,120.54091365155968,5.638592458777374,200.3463591498916,0,Normal,3,10
489.8038391111995,30.47757116025062,77.69807883526441,20.44398324166701,119.89952378110172,3.33847993773104,199.3772910584317,0,Normal,3,11
498.6529658277772,29.50713697683223,78.48480893780145,20.023210492294286,119.52210390626718,4.9339202013526835,204.67112824663923,0,Normal,3,12
503.58771127897984,30.25202325775892,81.36687426744453,19.74161473960152,118.18487267591681,3.7889838002375433,201.01768337320485,0,Normal,3,13
507.51178526048017,29.73487119081378,81.64496771350129,20.456937223180898,118.84645733886333,4.3481638921978405,201.3504106483008,0,Normal,3,14
500.37047390209887,29.603563583868826,79.75096396044363,20.161673013105396,121.51078245165151,5.047398671316414,198.35249213551012,0,Normal,3,15
508.14307772785645,29.94648482002272,80.57655696305576,19.688826153702063,121.00183437524876,4.139586634716047,198.04957510371003,0,Normal,3,16
493.09949270892554,29.482378838790314,80.31125015454353,19.94289839657492,118.0448895104029,4.615444455770175,198.2697672487215,0,Normal,3,17
491.48308780322424,29.72317534732641,83.07888080845524,19.737314523984573,120.19866461085846,6.0062928092144405,201.5778085695132,0,Normal,3,18
499.7222615055169,29.401061053705575,81.11957491143458,19.5851600807107,121.50277424674358,4.423108130476852,198.31606207671894,0,Normal,3,19
501.4488742844821,30.169248203747205,80.75698861664536,19.762857663366407,119.32843060141974,4.4263379931197635,202.88668825617293,0,Normal,4,0
510.3770039932272,29.7923560430496,79.07783467582237,20.1414405071408,123.33804305057879,4.453141058759607,195.4837929151311,0,Normal,4,1
504.35562351715845,30.316390933053142,80.86960592010566,20.56460734894251,119.4808172972728,4.9672467297840015,197.9019189348809,0,Normal,4,2
498.36988233916077,31.1353464289022,81.35563785880495,20.403626013846495,116.99371409376378,4.456575228866235,201.95749824491168,0,Normal,4,3
506.00606961081974,30.090933127529247,80.4134349032237,20.47795598799182,119.50851387182811,4.287154217322835,195.1114887644322,0,Normal,4,4
497.95962313489224,30.124110293150167,81.87679581255807,19.846635297070645,119.45455286050466,5.106430227691897,202.85199372068956,0,Normal,4,5
489.80937732411076,29.77031955022988,79.22621080089642,19.703118553922426,114.60622671411686,4.745022782579145,199.03869840736746,0,Normal,4,6
494.95956844541297,29.575077815267605,78.75534529668859,19.962263923970106,119.89141026696437,6.503992988582689,198.5007167698016,0,Normal,4,7
490.64604039487074,30.415167908272124,78.22127975109572,20.016717473686608,119.53813093958264,2.349030191606988,202.84383987281396,0,Normal,4,8
498.24243257979344,29.571958087045566,81.49604431148919,20.328257455541284,121.39241272962684,6.091506851922462,201.77705324594416,0,Normal,4,9
500.09209189594776,30.035783118609697,80.65436565635406,19.492260611085555,123.69791218989069,6.246085192497629,198.55613533672368,0,Normal,4,10
508.3821865613764,29.761171276617443,79.94441532908955,20.458865095838185,122.25313005909551,2.9266097675918505,204.637319213457,0,Normal,4,11
501.6346368688208,30.239489912873196,80.27996862631981,19.952597630426304,119.46222261889034,4.657312405919651,195.6757466896004,0,Normal,4,12
498.9044973559557,30.166831052643474,78.87451095270163,19.871935679015774,117.78694818251665,4.628559134004209,202.46374242777705,0,Normal,4,13
504.14702790591747,30.51876997212895,82.44575197961683,19.69636868742195,125.14671960649972,3.5924883052821786,202.37240503187354,0,Normal,4,14
488.94432345496057,29.744991800572627,80.12922118197523,19.50354299844027,120.11843686802898,4.222183312409125,198.76181424274404,0,Normal,4,15
501.17807279054284,29.865062532353313,80.1093947946049,20.246951175188574,120.02785858382589,3.8894241545341712,201.30453208896847,0,Normal,4,16
503.85432596943485,29.510618142108846,80.72576662389869,20.021995390156523,119.95174982578,6.7522704434236225,194.9955456944588,0,Normal,4,17
492.6070687711008,29.777853369961946,80.4810092317367,19.613011730077684,120.39616952153571,5.9356783931474615,203.6961080768276,0,Normal,4,18
505.71877021603467,30.188650246522425,80.22388402427913,19.611476368380917,119.71127917615212,6.2715550949941585,199.26039145422806,0,Normal,4,19
497.3863848974048,30.15390088444603,78.15912576866836,19.827308652128668,120.35540200186651,5.938283805975997,197.9308461995985,0,Normal,5,0
505.24504612918446,29.144915803671687,78.7204230332643,20.036602944393607,117.3293112825798,4.4839552717826265,205.6373897607423,0,Normal,5,1
496.4782815472862,29.325907288947143,79.37518142230432,20.76802536148064,120.76039570201192,5.0961207769409835,209.195592494477,0,Normal,5,2
492.9576935181822,30.371632047011357,80.02609105021084,19.971182030082606,121.22117149056764,4.537724711294958,198.54864575824138,0,Normal,5,3
492.2168541323805,30.08543271906397,80.51765902046913,20.344781997885704,121.11958089586209,4.565503772567684,198.21798991439692,0,Normal,5,4
503.0300497567282,29.90800833182366,79.27425618684653,19.789047072462235,122.16156145110925,4.690827876531361,205.8135379084708,0,Normal,5,5
493.59785323751856,30.009216966532698,80.18676676447708,19.98950345285091,121.6678443090978,5.222133771633713,206.31828858292286,0,Normal,5,6
508.77397090992184,30.173790852680835,79.24461706764667,20.531240190690653,120.91836015845688,4.5212513783365225,197.90855989138691,0,Normal,5,7
489.5903529605814,29.73012015984532,79.38848219700805,19.81190988266367,119.8596685770827,6.255756125573521,198.31925273161656,0,Normal,5,8
508.4822818414502,29.610847637298843,78.59333890315177,20.543734567399078,116.67807813296801,4.105392697780496,198.87286156455798,0,Normal,5,9
501.0550873360131,30.09792262754884,79.07676675388909,20.21232558063664,120.85923643826517,4.813128355838641,194.6221979558629,0,Normal,5,10
499.516434440648,29.510813611192486,78.64831539438367,19.83125996723172,120.41537537432622,4.560268941725825,196.3253922140632,0,Normal,5,11
497.2754045659552,30.204126377857236,79.02412674702266,20.189722321716655,120.54315767439074,6.446977884353733,195.98343693299174,0,Normal,5,12
501.9956805717604,29.14870819788108,81.05364179660783,20.29176633488802,117.44650284835939,5.196554776511575,196.9288097395835,0,Normal,5,13
499.81182648787575,30.514577818662822,79.05060111116806,20.18654298866516,117.83788691918348,6.031844539468635,199.86126045045287,0,Normal,5,14
505.5165094100826,30.23629874120652,82.63238206483739,19.528932584032862,122.10630570666581,3.514439626963028,200.9368589301461,0,Normal,5,15
500.5711382433102,30.12801486715694,80.4933179008809,19.78185884725254,119.92088969228669,5.267050265869258,206.2020019712563,0,Normal,5,16
500.7515088073094,30.49134549197276,80.18483612369488,19.92574440933455,121.36300139474525,5.889630795623437,196.00658383704484,0,Normal,5,17
498.1819389389307,30.832737222231287,79.14164221981879,19.977669971269986,120.05663675226093,5.082283989275425,203.93728959390634,0,Normal,5,18
499.71527188139464,30.507185032509064,80.70030987940899,20.186201629265202,120.05951227899149,6.065480375065351,199.14404462309795,0,Normal,5,19
499.7526814517378,30.10146151042565,82.52693242587362,20.11060199266187,122.14726349971954,3.7196956013291054,202.57089103947018,0,Normal,6,0
503.374097460833,29.242127942501384,79.46913122707969,19.881998356301793,117.94696940117788,5.872457328280145,205.31661012052973,0,Normal,6,1
494.3863898921885,30.77375260066503,79.51056055748178,20.008623446880446,120.26593934829376,5.650201177958661,200.78608467880588,0,Normal,6,2
501.9120487309203,30.897938836547763,81.04416087706907,20.38353555878219,118.59975837012165,4.900824136220617,202.83601503035405,0,Normal,6,3
500.8322610410653,29.693605654757807,80.68189148962631,20.05732972040597,122.39009325784968,6.846636996047666,199.6410572228511,0,Normal,6,4
502.46225632004075,29.806149220032008,81.84670732573603,20.013930964446846,116.95362619043244,3.9299152336738477,205.7604688617979,0,Normal,6,5
501.4458432195391,30.142932695362454,80.58392818532596,19.592043157706023,118.88215630545682,3.474474829075261,197.29443079176292,0,Normal,6,6
512.2765006995545,30.16722839499351,79.64070790921294,20.223876069808167,120.75442375012904,4.3080919301187555,207.20376173164325,0,Normal,6,7
496.81130007874344,30.329272136336414,80.59065483069232,20.19364525434232,123.13104805846868,4.9544139836445025,199.83936819742263,0,Normal,6,8
497.3450152249909,31.005102269383176,81.10870358058291,20.648976416991637,119.86849947785403,5.243339449322692,194.2768995915278,0,Normal,6,9
496.8842973678762,29.911526386252977,80.82048218119736,19.9076665295141,118.8896009466136,4.75876394214367,200.51241765964315,0,Normal,6,10
497.22261440419874,29.600851377730773,80.5072740311073,20.065745098299182,123.76231413888118,5.352055396514297,197.27579337010047,0,Normal,6,11
496.8130643634674,29.310340385992735,81.06667468958915,20.074815105113228,117.10397219916752,3.748460575809556,203.3625741959549,0,Normal,6,12
505.94508265553776,29.63453498002904,81.16929559044567,20.473235983929044,115.60238808675983,6.44376460407326,197.38950408279044,0,Normal,6,13
507.1025212399493,29.983436513563102,81.38215899103753,19.971411340283915,120.88002890010667,4.917848821607431,198.2152662671409,0,Normal,6,14
497.14626853125264,30.897278931758894,80.64870988758965,20.0837064577311,118.99589155129478,6.117295831588128,192.44183707621787,0,Normal,6,15
495.8382221344789,29.741194350481916,79.83288191968315,20.182368952914963,117.95753436573857,5.342725346377704,198.1907747230037,0,Normal,6,16
502.35707778193205,30.11189397581945,80.14671368643333,20.05598273694691,121.4167128945987,5.456753219153784,190.30448269348418,0,Normal,6,17
497.23888477859515,29.991788551963623,81.20650896650835,19.866069915634842,120.4876014275424,5.569767280232204,193.6643887060571,0,Normal,6,18
503.16465908877757,30.594196636724043,79.18306432901277,20.058226997869493,118.87184273852654,5.447708560017315,203.0416586245772,0,Normal,6,19
503.92900079325415,30.699677718293,80.5228354880355,20.50517830743736,121.54339742129669,4.6513478655921405,203.9920404394386,0,Normal,7,0
502.12728780892485,30.462316841456385,79.42629999606142,19.86233472113932,114.30291475873985,4.650742295681571,188.41497848722526,0,Normal,7,1
495.1651192843539,30.029815184960086,79.97564540773902,20.323604250029387,122.2975314007442,4.678364948782617,208.3534988191229,0,Normal,7,2
499.76144321929013,29.67653161114721,82.14227035861187,19.98844745914979,116.52057244244381,7.076747983560841,199.44164148737931,0,Normal,7,3
499.98198730454715,30.349111656806794,81.72754317010072,19.948211810017753,119.27511811719374,5.381935452231553,204.43273126695007,0,Normal,7,4
494.20817655403727,30.196742692710874,80.43632366967404,20.265097981246,117.76066021074772,5.43004164719107,195.84037629149788,0,Normal,7,5
507.51699150883576,30.447596610013868,80.0380034781682,20.195696863524027,117.41063704855819,6.030283454031842,202.45109562025027,0,Normal,7,6
504.38681145287836,30.317585900840985,80.12003132671826,19.527082352904724,122.32165357475704,5.238789159026513,195.78633774730537,0,Normal,7,7
498.89517913085166,30.52477635765967,80.61351797273042,20.44296210491777,119.06459759737622,4.740957854179297,197.50492415721678,0,Normal,7,8
500.13442919497265,29.732382394219716,78.9772074348016,20.414027406244234,120.69300776346144,4.803650150915022,207.65612541546716,0,Normal,7,9
501.0419140397378,30.658697032817162,79.74262346257666,19.81233118954714,119.90615884224164,4.928398740585936,199.23727039694663,0,Normal,7,10
489.79132565787853,30.0987998023462,78.33141592612242,20.118741060031223,120.95408165444624,4.962777763490158,200.8697314927189,0,Normal,7,11
498.764113087397,31.037630436312632,80.39922312260528,20.14820905588482,120.15364378212051,5.72762954363698,203.480270922755,0,Normal,7,12
496.590078760011,29.655406090955218,80.64719593970274,20.078202129747172,117.43401555162286,5.051945885807299,201.9827275518904,0,Normal,7,13
494.9918999505254,30.867981901582624,79.51681353770063,19.834908453846374,121.99253363889429,5.73264007721558,200.6016756205743,0,Normal,7,14
498.5944985355702,30.098955391731323,81.57398676329004,19.798512989618583,119.01248683367737,4.919283419891418,201.4598440098649,0,Normal,7,15
508.9884326342476,29.674290998192777,78.77423433699767,19.992333778702566,116.8868362026805,5.07863519031609,209.6136623409531,0,Normal,7,16
503.2042143063351,29.75805708297284,78.53562511979018,20.35181870577781,119.14376967806818,3.0017993154678924,199.76952481186567,0,Normal,7,17
497.144105051086,29.83982634590284,80.22445181855997,20.16308004637833,123.00151958126862,5.916327674702481,200.80439618685986,0,Normal,7,18
502.8629139067808,30.212082973200957,81.04709830261216,19.888815700374167,121.70044348422698,5.346488475897993,204.20261758403043,0,Normal,7,19
505.5276296647899,29.851218248320006,77.50059428512643,20.053968245346045,120.25044900529582,3.812401580970487,198.48348903605006,0,Normal,8,0
505.9351515278019,30.687853406655808,82.29094257259074,20.41760068590338,119.14118891774949,5.309820710227028,199.18567855959054,0,Normal,8,1
503.19365111014594,29.924972206483737,78.6104275332364,20.275494981800694,120.24459500606457,5.633776880932098,197.67327634420542,0,Normal,8,2
494.28497543634757,30.062788226735773,78.35460125304311,19.52884981891305,121.08659605807277,5.4137990974514985,195.94097307722853,0,Normal,8,3
508.1671576615055,29.913464087858067,81.02257043200964,19.703111559028898,120.0977201406514,4.814712341122291,197.40288981973598,0,Normal,8,4
494.26827303490654,30.007789523790734,82.43975240633927,20.282231356396466,120.08118338240776,4.870179300266574,195.10423893295098,0,Normal,8,5
501.51317732619515,29.451862456552398,81.38427281851052,19.705253781938506,118.5960166243865,5.04381147197911,200.1363338730369,0,Normal,8,6
496.2286207499032,29.279974558702854,80.56390912005236,19.932610055000893,118.6741981648981,4.852997998371511,196.92010707576543,0,Normal,8,7
499.679308267035,30.797252531612486,80.59475434166528,20.165015629707366,117.19478945640061,5.96387911679491,200.935143647163,0,Normal,8,8
501.6438120515174,29.576519325840835,80.85341555878031,19.70949666354091,123.49915348637388,7.210523001591351,193.77641741518548,0,Normal,8,9
501.60678607725134,29.504303825271847,80.75892858978676,20.031612651843787,117.51227352921742,4.442508214992166,201.32352092885782,0,Normal,8,10
502.1096037711764,28.923304943198143,80.28119142396937,19.59979235152454,118.61418960440818,3.630197020420922,203.3341158464357,0,Normal,8,11
508.06855634529325,29.68051912615525,80.10420110395188,19.819589706814636,118.5631854688616,4.911717951648745,192.02505742971417,0,Normal,8,12
502.2676715075699,29.33845510329625,79.93740687210048,20.095934580242762,121.78984875388888,7.579709337654318,201.4962262793903,0,Normal,8,13
498.77921682354673,30.821007580068184,79.24603541113332,19.5221018799405,119.41010064341594,4.196325432030269,204.91067596989316,0,Normal,8,14
504.8204358414418,30.504908544671316,79.71932492313323,20.13214242138812,122.49548414534746,6.6391168054440675,195.16143592523517,0,Normal,8,15
505.9473524446232,29.655924827411138,78.30704318580462,19.994108660321995,118.65301875151226,6.677700814076441,206.6902895473508,0,Normal,8,16
493.86196092431504,31.126217902672153,79.90166037320525,20.165746986325143,120.5579883244476,4.4464117582920055,201.67607603746418,0,Normal,8,17
502.9870003492493,30.490882743495796,79.01140889284908,20.067174240219398,118.32930589348048,5.5689830791852755,197.17995257696637,0,Normal,8,18
503.50586371155447,29.837584308245688,78.89641068278424,20.409242128992155,124.29029825554677,6.628396623128538,199.77692368936917,0,Normal,8,19
502.79163456260864,30.06677045239114,79.33190954635695,20.016994977469132,120.32114796209973,4.984690150827005,202.71170348535708,0,Normal,9,0
500.38002695706206,29.923765081809726,80.99204234953652,20.15890782630702,120.00609204030683,5.579291499601088,198.04835436741718,0,Normal,9,1
502.6937799622319,30.354054338344294,79.82504024330458,19.97885036658227,120.8738763394927,5.119580368414153,208.629232853062,0,Normal,9,2
495.39663203460316,30.47835115839729,79.24425484050715,20.14595049314786,122.38129254957268,4.026931059118445,197.57714030798664,0,Normal,9,3
500.84680412018037,29.607005269746026,80.5365098435704,20.019342324443038,121.89910827088265,6.196571501664492,202.96838148803724,0,Normal,9,4
492.9314275154751,29.33438352322111,79.10153201820896,19.407360030093837,117.0302040631002,4.84147042697303,201.19717032162598,0,Normal,9,5
499.4438696932565,29.08189731344835,80.02818115736913,19.718199381854372,114.89215773019609,4.972695460490068,205.2069651575952,0,Normal,9,6
495.48046179267607,30.253995663456273,79.9908810033558,19.956773733283516,121.86863982247854,4.066732040926804,206.24604478690742,0,Normal,9,7
496.32235028705117,29.448316696913064,81.08589556583158,19.637091577147668,117.26624260316916,4.55671774880849,200.12801659626308,0,Normal,9,8
506.1804658760522,28.92355470352376,80.47469823287996,20.179978618998863,119.55046919621464,4.115197285973099,196.98632851861527,0,Normal,9,9
505.45655060297133,30.19428930226548,79.97497304125486,20.45922524970311,117.65977394788128,4.827053940076577,201.83988857175646,0,Normal,9,10
503.0456906045359,31.246499758716396,80.81776629920029,20.365628555509193,116.39603912483996,6.7117084801423434,197.28913852099157,0,Normal,9,11
494.5384361766371,29.996964544230053,81.39020754901732,19.935967138720937,121.08292545640957,3.6280988570686437,208.0535489901065,0,Normal,9,12
498.417957751526,30.41924538722582,80.55781030635187,20.447217841054986,121.5183103206053,3.386438602123259,200.54614132433096,0,Normal,9,13
506.06548849989593,30.040914679273783,80.01035261984337,20.044600237160633,118.84697919854656,6.471170327493608,198.53871379475157,0,Normal,9,14
500.7085845681995,29.950555173404428,78.68816376764984,19.898874208664587,114.81791541571017,4.7906763228481335,200.73872122345963,0,Normal,9,15
511.5966476999085,30.459538241493885,78.93488633692462,19.81597920093772,118.90751110349504,4.330927261340084,194.6114948418812,0,Normal,9,16
501.9665891969719,29.854862727905676,79.69477529564533,19.90925909405356,120.7836080108051,6.039904687396076,196.1135438459574,0,Normal,9,17
500.96024558245017,30.133696157035953,79.39048779784072,19.88354695443763,117.04217686245174,4.394384460263136,204.8016556317777,0,Normal,9,18
498.4544176789875,30.160848903098007,79.81302869701456,20.051124866712648,120.36671983955831,6.826009713546936,197.37242288411443,0,Normal,9,19
494.7654450865903,30.269148039524815,80.66288126866742,19.95846320480487,121.44476271565554,5.778361076166638,204.8841347821014,0,Normal,10,0
502.68326376263644,30.5362536686549,81.17347385748532,19.63271052911319,119.25433369581647,4.448814283671466,202.32839081387445,0,Normal,10,1
505.928520773315,29.817523635228557,80.1810215587037,19.937293022814192,123.45392770246681,4.1818011165776925,199.09406360460068,0,Normal,10,2
503.5947665533253,29.580395166330497,78.70316805204415,19.74484386373721,119.20072762877079,4.996625542589048,196.16224305310607,0,Normal,10,3
504.9802384290291,29.477595402989483,80.39968795175264,19.825842965058584,120.44936945150377,4.829815377475072,198.5111728957158,0,Normal,10,4
496.2160245571527,29.016821705311997,79.34864310620817,20.176573521326183,121.86518166374618,4.546771950672725,204.35499447881674,0,Normal,10,5
492.8909466662908,31.02810356497016,79.47138331825025,20.50097135130542,117.16326853413393,5.696387447456715,207.53834522373845,0,Normal,10,6
507.5066682597774,29.448395817139158,80.58636401875509,20.118401458946895,116.47838237603845,5.955305208570511,206.17297411308874,0,Normal,10,7
498.3866008057893,29.889373188207113,81.23828307143364,19.641235081389446,116.94868737085982,5.088406886291847,198.0446023128549,0,Normal,10,8
